unigram,sum,frequency,mean
year,431.70000000000005,50,8.634
seddett,9.1,1,9.1
itunes,13.6,2,6.8
cdb,9.2,1,9.2
jamon,9.1,1,9.1
thursday,56.5,7,8.071428571428571
mushy,35.099999999999994,4,8.774999999999999
oregon,9.1,1,9.1
state,60.0,7,8.571428571428571
flawless,36.4,4,9.1
authenticity,26.9,3,8.966666666666667
idle,6.2,1,6.2
detour,7.3,1,7.3
quad,6.8,1,6.8
underrated,44.300000000000004,5,8.860000000000001
thicken,9.1,1,9.1
alert,13.8,2,6.9
borstch,9.1,1,9.1
keylime,9.2,1,9.2
chunks,27.0,3,9.0
loveeee,8.1,1,8.1
cajun,13.8,2,6.9
attentive,121.10000000000001,15,8.073333333333334
send,56.9,7,8.128571428571428
many,902.4000000000004,106,8.513207547169815
somewhere,101.10000000000001,12,8.425
evarrr,9.1,1,9.1
anderson,6.9,1,6.9
merengue,18.299999999999997,2,9.149999999999999
record,17.2,2,8.6
beneficio,9.1,1,9.1
hater,9.0,1,9.0
croissant,703.6000000000003,79,8.906329113924054
snore,9.1,1,9.1
bunsssd,9.4,1,9.4
advertising,8.7,1,8.7
rockstar,9.4,1,9.4
poll,26.1,3,8.700000000000001
turnover,25.1,3,8.366666666666667
divide,18.8,2,9.4
nitamago,65.8,7,9.4
arabians,8.1,1,8.1
soooooooo,8.1,1,8.1
liberal,9.1,1,9.1
runaway,9.2,1,9.2
taro,328.8,36,9.133333333333333
socially,7.2,1,7.2
unforgettable,9.1,1,9.1
xmas,9.2,1,9.2
dining,122.6,14,8.757142857142856
compliant,9.0,1,9.0
simon,18.2,2,9.1
afterbite,8.9,1,8.9
kano,8.7,1,8.7
chegar,8.1,1,8.1
brt,9.4,1,9.4
misfortune,9.3,1,9.3
foosball,26.0,4,6.5
poorly,33.0,4,8.25
sukiyaki,54.900000000000006,6,9.15
mizrahi,8.6,1,8.6
butter,677.8000000000002,78,8.689743589743593
embark,9.1,1,9.1
avail,9.2,1,9.2
skool,6.6,1,6.6
reaffirm,7.5,1,7.5
standardchocolate,9.1,1,9.1
workshop,18.6,2,9.3
dirt,18.3,2,9.15
americans,9.2,1,9.2
fool,95.49999999999999,11,8.68181818181818
mozarella,42.3,5,8.459999999999999
regret,286.4999999999999,33,8.681818181818178
fatia,9.0,1,9.0
tobiroku,9.4,1,9.4
limeade,6.8,1,6.8
chocolately,8.7,1,8.7
peirogis,18.2,2,9.1
gin,26.799999999999997,3,8.933333333333332
kilo,9.2,1,9.2
incrivel,9.4,1,9.4
armchair,8.3,1,8.3
kogashi,47.0,5,9.4
count,70.7,9,7.855555555555556
claw,18.8,2,9.4
reopen,27.299999999999997,3,9.1
daniels,9.2,1,9.2
vineros,9.1,1,9.1
miss,806.6000000000008,91,8.863736263736273
cilantro,90.1,10,9.01
diegan,8.9,1,8.9
toscana,9.1,1,9.1
deviled,63.60000000000001,7,9.085714285714287
yamasaki,9.4,1,9.4
explosion,17.7,2,8.85
temptation,18.1,2,9.05
limb,9.1,1,9.1
watchout,9.0,1,9.0
restriction,9.1,1,9.1
castle,9.1,1,9.1
serrano,18.2,2,9.1
michiko,9.4,1,9.4
uhmaze,8.7,1,8.7
wrath,9.0,1,9.0
majorly,8.2,1,8.2
special,2487.499999999995,288,8.63715277777776
delightful,134.0,15,8.933333333333334
air,49.5,6,8.25
snatch,7.2,1,7.2
banana,729.7000000000007,81,9.00864197530865
dump,15.5,2,7.75
bir,35.800000000000004,4,8.950000000000001
grape,49.199999999999996,6,8.2
sformato,18.2,2,9.1
extensive,148.30000000000004,16,9.268750000000002
tougher,7.3,1,7.3
bronzino,8.6,1,8.6
unbearably,9.1,1,9.1
necessarily,8.2,1,8.2
dam,8.9,1,8.9
merrier,9.2,1,9.2
either,69581.70000000132,7631,9.118293801598915
construction,6.6,1,6.6
kakunus,56.4,6,9.4
frap,13.6,2,6.8
immediate,8.8,1,8.8
redeemable,9.3,1,9.3
cotta,27.599999999999998,3,9.2
war,18.0,2,9.0
scharwma,9.1,1,9.1
koh,8.7,1,8.7
len,9.1,1,9.1
lambrusca,9.1,1,9.1
browned,9.1,1,9.1
swallow,9.0,1,9.0
evidently,9.0,1,9.0
weird,223.29999999999995,26,8.588461538461537
num,43.6,5,8.72
byot,6.6,1,6.6
arrival,9.4,1,9.4
understaffed,31.8,4,7.95
balance,70.39999999999999,8,8.799999999999999
crispiness,9.1,1,9.1
yogurt,186.79999999999995,21,8.895238095238094
lae,7.3,1,7.3
condense,9.1,1,9.1
chiang,45.5,5,9.1
daikon,35.099999999999994,4,8.774999999999999
implore,9.1,1,9.1
maple,55.1,6,9.183333333333334
carnitas,221.80000000000007,25,8.872000000000003
debit,6.5,1,6.5
both,838.5000000000007,95,8.826315789473691
smash,9.0,1,9.0
world,559.4000000000001,64,8.740625000000001
access,43.599999999999994,5,8.719999999999999
dia,18.6,2,9.3
sasami,8.7,1,8.7
oldum,9.0,1,9.0
definately,9.4,1,9.4
dotube,9.0,1,9.0
herb,58.2,7,8.314285714285715
spanje,7.1,1,7.1
soil,9.1,1,9.1
takoyaki,147.7,17,8.688235294117646
annoying,42.6,5,8.52
well,1827.3000000000013,207,8.827536231884064
fact,161.29999999999998,19,8.489473684210525
rim,9.1,1,9.1
organico,7.8,1,7.8
bagel,813.4999999999999,102,7.975490196078431
purist,9.1,1,9.1
latke,45.5,5,9.1
excited,9.1,1,9.1
pita,585.1000000000006,66,8.865151515151524
introduction,9.2,1,9.2
recomendable,8.8,1,8.8
deacs,7.2,1,7.2
frapp,6.8,1,6.8
tori,28.200000000000003,3,9.4
friendlier,32.7,4,8.175
muay,18.2,2,9.1
led,6.5,1,6.5
dount,8.2,1,8.2
blair,9.1,1,9.1
simpler,9.1,1,9.1
fininha,9.1,1,9.1
fly,43.0,5,8.6
ukranians,9.1,1,9.1
dankest,9.2,1,9.2
pho,121.59999999999997,16,7.599999999999998
ngam,18.2,2,9.1
bite,453.10000000000014,54,8.390740740740743
flat,155.8,18,8.655555555555557
primarily,8.1,1,8.1
correct,8.9,1,8.9
carnus,8.1,1,8.1
silky,54.8,6,9.133333333333333
correctly,16.8,2,8.4
brunching,9.0,1,9.0
goma,28.200000000000003,3,9.4
socialable,8.1,1,8.1
nyuer,9.1,1,9.1
appropriately,8.9,1,8.9
villager,27.5,3,9.166666666666666
intenties,7.1,1,7.1
vast,24.799999999999997,3,8.266666666666666
insanely,179.89999999999998,20,8.995
suave,17.2,2,8.6
nycny,9.0,1,9.0
emulsify,9.4,1,9.4
singha,27.299999999999997,3,9.1
conference,7.8,1,7.8
doesnt,9.1,1,9.1
saod,6.6,1,6.6
provence,8.7,1,8.7
humberto,17.799999999999997,2,8.899999999999999
downstairs,371.9999999999997,44,8.454545454545448
roomy,17.5,2,8.75
terminal,9.1,1,9.1
grey,292.39999999999986,34,8.599999999999996
splatter,7.5,1,7.5
mule,24.9,3,8.299999999999999
loosen,7.2,1,7.2
buckwheat,27.299999999999997,3,9.1
bump,9.4,1,9.4
cry,67.4,8,8.425
read,308.2999999999999,37,8.33243243243243
astounding,17.299999999999997,2,8.649999999999999
pitas,9.1,1,9.1
penis,105.59999999999998,12,8.799999999999999
warszawa,9.1,1,9.1
pivot,7.3,1,7.3
lens,14.4,2,7.2
brasil,8.3,1,8.3
sex,67.69999999999999,9,7.522222222222221
der,7.3,1,7.3
agnolottus,26.4,3,8.799999999999999
jury,9.1,1,9.1
conceito,8.1,1,8.1
instead,555.2000000000003,65,8.541538461538465
snag,69.0,8,8.625
unjustified,9.4,1,9.4
impressively,9.0,1,9.0
inflation,9.0,1,9.0
davidbartongym,7.6,1,7.6
specialize,52.699999999999996,6,8.783333333333333
darker,8.6,1,8.6
yesssss,25.1,3,8.366666666666667
takey,9.2,1,9.2
preferable,9.2,1,9.2
symphony,9.1,1,9.1
purple,43.1,5,8.620000000000001
inevitably,9.1,1,9.1
ommegang,7.5,1,7.5
salted,175.29999999999995,20,8.764999999999997
terrible,411.3,49,8.393877551020408
cranberry,124.89999999999996,15,8.326666666666664
shaved,8.7,1,8.7
umami,65.7,7,9.385714285714286
otro,9.0,1,9.0
icecream,98.79999999999998,11,8.98181818181818
hellooooooo,9.0,1,9.0
gentle,18.0,2,9.0
kao,18.2,2,9.1
carmalize,9.2,1,9.2
ken,9.4,1,9.4
dawgs,6.5,1,6.5
greatest,111.30000000000003,13,8.561538461538463
monitor,8.1,1,8.1
norus,17.9,2,8.95
rox,9.4,1,9.4
bad,885.1000000000007,107,8.271962616822437
noisiest,9.1,1,9.1
steinhardt,8.3,1,8.3
fritter,8.7,1,8.7
bullys,7.6,1,7.6
frecks,6.5,1,6.5
navigate,9.2,1,9.2
grupo,9.1,1,9.1
overrate,135.6,15,9.04
cha,24.6,3,8.200000000000001
performer,14.899999999999999,2,7.449999999999999
borderline,8.2,1,8.2
biber,9.1,1,9.1
nao,27.199999999999996,3,9.066666666666665
smoke,62.0,7,8.857142857142858
study,196.40000000000006,25,7.8560000000000025
ability,17.9,2,8.95
roomier,8.3,1,8.3
loveeeeed,9.1,1,9.1
soapy,9.4,1,9.4
oliva,9.1,1,9.1
condom,9.1,1,9.1
amen,9.1,1,9.1
microwave,31.5,4,7.875
corned,9.4,1,9.4
iffy,25.5,3,8.5
have,85132.40000000046,9430,9.027826086956571
mhmmmm,6.9,1,6.9
grenache,7.8,1,7.8
such,427.5,49,8.724489795918368
break,178.50000000000003,22,8.113636363636365
widmer,7.5,1,7.5
medrare,9.0,1,9.0
bloody,217.49999999999994,26,8.365384615384613
dehydrated,18.299999999999997,2,9.149999999999999
peephole,36.0,4,9.0
painful,8.9,1,8.9
fondu,640.7000000000002,75,8.542666666666669
higher,52.8,6,8.799999999999999
rise,81.9,9,9.100000000000001
yamitsuki,9.4,1,9.4
duda,9.0,1,9.0
checkout,8.5,1,8.5
robby,9.0,1,9.0
kumamoto,8.7,1,8.7
fina,9.0,1,9.0
taboonette,27.299999999999997,3,9.1
dehumidifier,8.7,1,8.7
grave,9.4,1,9.4
man,431.3999999999999,50,8.627999999999998
reimburse,9.0,1,9.0
accesibles,16.2,2,8.1
amaaaze,8.7,1,8.7
las,43.6,5,8.72
permutation,9.1,1,9.1
diagonally,8.6,1,8.6
message,18.299999999999997,2,9.149999999999999
transformative,8.6,1,8.6
leaf,77.9,9,8.655555555555557
concerned,9.3,1,9.3
peroni,8.1,1,8.1
poster,34.9,4,8.725
salon,13.6,2,6.8
denenebilir,9.2,1,9.2
tapenade,25.3,3,8.433333333333334
grain,72.3,8,9.0375
fratty,13.8,2,6.9
packet,30.9,4,7.725
odd,69.1,8,8.6375
helpful,85.5,10,8.55
kofta,7.5,1,7.5
substandard,9.0,1,9.0
oreo,106.79999999999997,12,8.899999999999997
dandan,45.7,5,9.14
bachata,6.6,1,6.6
sakai,9.4,1,9.4
nihon,8.5,1,8.5
patience,16.9,2,8.45
gesokara,17.2,2,8.6
salami,7.3,1,7.3
poem,9.4,1,9.4
sigh,26.700000000000003,3,8.9
angry,27.3,3,9.1
despair,9.4,1,9.4
varied,18.4,2,9.2
problem,59.099999999999994,7,8.442857142857141
awsome,16.3,2,8.15
fraise,9.2,1,9.2
unhappy,18.4,2,9.2
butique,7.8,1,7.8
disappoint,69749.70000000136,7648,9.119992154811895
amsterdam,9.4,1,9.4
pimp,18.6,2,9.3
cart,15.2,2,7.6
saturdays,38.6,5,7.720000000000001
oil,1302.000000000001,143,9.104895104895112
girly,6.9,1,6.9
sauerkraut,72.8,8,9.1
jonesin,9.0,1,9.0
amid,15.2,2,7.6
teapuccino,7.5,1,7.5
crispy,750.0000000000003,85,8.82352941176471
fukeeeeeeeeer,9.1,1,9.1
dunkin,9.0,1,9.0
succumb,9.4,1,9.4
melted,60.800000000000004,7,8.685714285714287
iiiirrr,8.6,1,8.6
pushy,18.5,2,9.25
taisho,120.39999999999999,14,8.6
sriracha,37.4,4,9.35
attract,32.400000000000006,4,8.100000000000001
nite,26.6,3,8.866666666666667
bronx,9.2,1,9.2
personalize,6.6,1,6.6
california,114.40000000000002,13,8.8
plaid,6.9,1,6.9
incompetence,8.2,1,8.2
bigo,63.7,7,9.1
citi,9.1,1,9.1
conducive,7.8,1,7.8
equivalent,18.2,2,9.1
toronja,8.9,1,8.9
exceptional,69.4,8,8.675
beeftastic,9.4,1,9.4
chunk,113.6,13,8.738461538461538
onunuze,8.1,1,8.1
venerio,9.2,1,9.2
offensively,9.4,1,9.4
horrifyingly,7.5,1,7.5
yuuuum,8.1,1,8.1
korokes,8.5,1,8.5
team,91.20000000000002,10,9.120000000000001
cash,425.2999999999997,48,8.86041666666666
honeydew,36.8,4,9.2
agnolotti,17.299999999999997,2,8.649999999999999
bottles,6.9,1,6.9
oui,27.599999999999998,3,9.2
caramely,9.1,1,9.1
fitzgerald,23.4,3,7.8
shred,26.9,3,8.966666666666667
seiro,8.7,1,8.7
miso,497.10000000000014,54,9.205555555555557
spitting,9.2,1,9.2
bear,120.09999999999998,14,8.578571428571427
hummmmmmmm,8.9,1,8.9
lebanese,9.1,1,9.1
han,55.8,6,9.299999999999999
upscale,77.2,9,8.577777777777778
handmade,88.7,10,8.870000000000001
steep,52.6,6,8.766666666666667
hakata,94.00000000000001,10,9.400000000000002
coisa,18.4,2,9.2
chri,8.1,1,8.1
bakery,349.1999999999998,39,8.953846153846149
cabanara,8.1,1,8.1
combos,8.5,1,8.5
makannan,9.4,1,9.4
algo,9.0,1,9.0
gigantic,27.4,3,9.133333333333333
israel,9.1,1,9.1
doritos,26.0,4,6.5
rub,35.2,4,8.8
mesa,9.4,1,9.4
doug,18.2,2,9.1
wth,28.7,4,7.175
namba,8.7,1,8.7
rule,139.1,16,8.69375
boutique,17.7,2,8.85
leap,8.7,1,8.7
cater,16.5,2,8.25
possibly,108.40000000000002,12,9.033333333333335
universally,9.2,1,9.2
bass,33.4,4,8.35
consistent,52.49999999999999,6,8.749999999999998
lightly,79.9,9,8.877777777777778
roti,63.7,7,9.1
valem,9.4,1,9.4
mmh,17.799999999999997,2,8.899999999999999
scampi,40.5,5,8.1
hibiki,9.4,1,9.4
garlicky,43.400000000000006,5,8.680000000000001
railway,9.1,1,9.1
vrai,7.8,1,7.8
increase,17.9,2,8.95
pannacotta,9.1,1,9.1
zao,15.2,2,7.6
mow,9.1,1,9.1
cellar,8.1,1,8.1
addictively,9.1,1,9.1
nanoosh,7.5,1,7.5
sugest,9.4,1,9.4
comfortable,100.89999999999998,12,8.408333333333331
crystal,9.0,1,9.0
unbelievable,115.29999999999998,13,8.869230769230768
brownie,238.69999999999996,28,8.524999999999999
hallway,9.2,1,9.2
staircase,8.6,1,8.6
jackass,6.8,1,6.8
viewing,22.5,3,7.5
frattastic,6.9,1,6.9
star,113.8,13,8.753846153846153
commendable,9.1,1,9.1
obvious,37.3,4,9.325
sugarfree,9.2,1,9.2
pomogranate,8.1,1,8.1
piergo,9.1,1,9.1
yuhuuuuuyyyyyy,8.9,1,8.9
cookieshake,36.0,4,9.0
android,9.3,1,9.3
weleh,18.8,2,9.4
scarf,9.1,1,9.1
los,89.40000000000002,10,8.940000000000001
profiterole,18.4,2,9.2
reputation,18.0,2,9.0
wang,8.7,1,8.7
scrumptious,98.10000000000001,11,8.91818181818182
strive,8.7,1,8.7
applesauce,63.7,7,9.1
mavericks,8.2,1,8.2
dishonesty,7.2,1,7.2
gabe,9.4,1,9.4
biddy,6.6,1,6.6
nutritious,9.0,1,9.0
wilbur,9.0,1,9.0
preciso,8.7,1,8.7
universe,8.6,1,8.6
bags,16.7,2,8.35
xin,8.9,1,8.9
cavatellus,8.7,1,8.7
discovery,8.3,1,8.3
scoop,251.39999999999998,28,8.978571428571428
bfast,16.2,2,8.1
slater,7.5,1,7.5
mojo,8.2,1,8.2
honest,34.8,4,8.7
camboyana,9.1,1,9.1
novel,17.2,2,8.6
hassle,7.5,1,7.5
die,1053.9000000000008,119,8.85630252100841
mid,42.0,5,8.4
conceive,8.3,1,8.3
laptop,153.70000000000005,19,8.089473684210528
coed,9.0,1,9.0
crossfitter,9.0,1,9.0
hectic,7.6,1,7.6
teriyaki,173.3,21,8.252380952380953
opposite,18.5,2,9.25
oliver,8.9,1,8.9
shakshuka,63.7,7,9.1
cave,27.0,3,9.0
churros,9.0,1,9.0
santa,6.9,1,6.9
kuliner,9.4,1,9.4
resume,9.1,1,9.1
interrupt,8.0,1,8.0
vietnamese,117.19999999999997,15,7.813333333333332
use,1119.2,133,8.415037593984962
shoku,8.6,1,8.6
bother,135.99999999999997,16,8.499999999999998
andrew,46.199999999999996,5,9.239999999999998
kawa,51.0,6,8.5
records,7.3,1,7.3
cardapio,9.4,1,9.4
hugo,8.1,1,8.1
episode,34.5,4,8.625
customizable,8.7,1,8.7
though,1537.0,176,8.732954545454545
lactards,9.2,1,9.2
linea,8.7,1,8.7
alexa,26.9,3,8.966666666666667
rabbit,46.099999999999994,5,9.219999999999999
deliciosa,9.0,1,9.0
inclusion,8.9,1,8.9
witty,9.0,1,9.0
coke,100.39999999999999,12,8.366666666666665
jill,9.0,1,9.0
daytime,14.5,2,7.25
yuba,78.30000000000001,9,8.700000000000001
bodum,9.2,1,9.2
apartment,17.0,2,8.5
town,68699.80000000134,7535,9.117425348374432
full,604.3000000000003,69,8.757971014492758
fondeu,9.0,1,9.0
unattentive,16.5,2,8.25
imagine,70.2,8,8.775
fog,9.2,1,9.2
hotness,17.9,2,8.95
malt,45.7,5,9.14
unauthentic,8.4,1,8.4
oolong,8.6,1,8.6
reheating,9.2,1,9.2
earth,71.9,8,8.9875
neoliberal,8.9,1,8.9
mascrapone,9.1,1,9.1
deluxe,116.99999999999997,13,8.999999999999998
quick,820.1000000000004,99,8.283838383838388
knee,16.6,2,8.3
potted,26.299999999999997,3,8.766666666666666
aye,8.6,1,8.6
fenomenal,9.1,1,9.1
decision,40.1,5,8.02
almejas,9.1,1,9.1
grrreat,8.3,1,8.3
thru,25.2,3,8.4
maldon,9.1,1,9.1
fancy,249.2999999999999,28,8.903571428571425
guy,284.40000000000003,35,8.125714285714286
guilty,24.5,3,8.166666666666666
oatmeal,183.4,21,8.733333333333334
tatsoi,9.1,1,9.1
ligero,9.0,1,9.0
packed,104.2,13,8.015384615384615
tilapia,8.5,1,8.5
miyagi,9.4,1,9.4
basket,36.8,4,9.2
doubt,71.7,8,8.9625
vend,9.2,1,9.2
slop,18.2,2,9.1
poultry,9.1,1,9.1
sombrero,6.6,1,6.6
civilized,18.1,2,9.05
table,1932.5000000000002,225,8.58888888888889
english,67.0,8,8.375
fleur,9.2,1,9.2
lezzetler,9.3,1,9.3
remoulade,6.2,1,6.2
superb,176.79999999999998,20,8.84
asada,265.6000000000001,30,8.853333333333335
eleven,9.1,1,9.1
batch,15.600000000000001,2,7.800000000000001
checkin,8.7,1,8.7
flag,9.2,1,9.2
rou,9.3,1,9.3
spandex,9.0,1,9.0
pizza,4117.199999999974,474,8.686075949367034
del,79.6,9,8.844444444444443
nage,9.2,1,9.2
stupid,82.4,10,8.24
moment,25.7,3,8.566666666666666
entrambi,6.6,1,6.6
group,911.5000000000006,104,8.764423076923082
rye,42.699999999999996,5,8.54
sunlight,7.5,1,7.5
hoboken,9.0,1,9.0
divine,141.1,16,8.81875
edgar,9.1,1,9.1
essentially,35.5,4,8.875
evarrrr,8.6,1,8.6
poco,27.200000000000003,3,9.066666666666668
grissinus,9.1,1,9.1
jealous,18.0,2,9.0
gogi,9.0,1,9.0
tort,16.4,2,8.2
september,18.2,2,9.1
plunge,9.1,1,9.1
lump,8.6,1,8.6
appear,27.6,3,9.200000000000001
excess,32.5,4,8.125
itemize,6.6,1,6.6
cronutesque,9.2,1,9.2
dub,23.799999999999997,3,7.933333333333333
dolce,13.6,2,6.8
inspector,18.1,2,9.05
corner,320.79999999999984,37,8.670270270270265
syrupy,15.299999999999999,2,7.6499999999999995
substitute,25.299999999999997,3,8.433333333333332
asleep,9.1,1,9.1
tshirt,9.0,1,9.0
nueva,9.4,1,9.4
alex,9.1,1,9.1
sensational,35.1,4,8.775
assure,9.4,1,9.4
ingenious,18.2,2,9.1
including,8.0,1,8.0
square,608.9000000000003,73,8.341095890410964
kangaroo,18.0,2,9.0
funfetti,9.1,1,9.1
caponata,27.299999999999997,3,9.1
grated,8.7,1,8.7
peach,108.80000000000003,13,8.369230769230771
the,511015.5000000324,56529,9.039882184366121
wearer,6.9,1,6.9
explore,17.9,2,8.95
bread,995.8000000000012,115,8.65913043478262
pungent,9.4,1,9.4
bradley,21.299999999999997,3,7.099999999999999
switch,43.400000000000006,5,8.680000000000001
europa,9.1,1,9.1
championship,7.1,1,7.1
attendant,8.1,1,8.1
bulge,8.9,1,8.9
cotton,219.70000000000007,25,8.788000000000004
malchiato,6.8,1,6.8
amabile,9.1,1,9.1
trash,24.099999999999998,3,8.033333333333333
edible,30.4,4,7.6
coffeeshop,26.6,3,8.866666666666667
cancerously,6.5,1,6.5
bizarre,9.2,1,9.2
momofukus,9.4,1,9.4
grasshopper,45.400000000000006,5,9.080000000000002
halfway,18.2,2,9.1
servicio,14.799999999999999,2,7.3999999999999995
humungous,8.6,1,8.6
zealand,8.5,1,8.5
dafina,9.0,1,9.0
upon,36.0,4,9.0
awesomeeee,7.5,1,7.5
erika,8.2,1,8.2
listen,114.3,14,8.164285714285715
drizzle,44.5,5,8.9
sorvete,18.2,2,9.1
eclairs,9.2,1,9.2
strain,9.0,1,9.0
salad,3417.1999999999853,400,8.542999999999964
marinated,9.1,1,9.1
hanger,198.0,22,9.0
unsatisfying,9.4,1,9.4
tax,7.2,1,7.2
tragic,9.1,1,9.1
leave,1086.3000000000009,124,8.760483870967748
dont,204.99999999999997,23,8.91304347826087
reliant,8.3,1,8.3
rekorderl,7.5,1,7.5
converse,9.1,1,9.1
interior,99.7,12,8.308333333333334
technique,35.89999999999999,4,8.974999999999998
feed,87.00000000000001,10,8.700000000000001
freshest,27.299999999999997,3,9.1
crabby,8.2,1,8.2
flavors,9.2,1,9.2
impossible,27.4,3,9.133333333333333
gold,46.599999999999994,6,7.766666666666666
verbena,18.4,2,9.2
nocciola,27.299999999999997,3,9.1
lurk,9.1,1,9.1
butternut,52.0,6,8.666666666666666
ride,8.5,1,8.5
fixture,9.1,1,9.1
wsj,9.1,1,9.1
forest,100.39999999999999,11,9.127272727272727
kasane,9.4,1,9.4
fantastically,9.2,1,9.2
daku,18.8,2,9.4
week,544.1000000000001,63,8.636507936507938
sisha,8.6,1,8.6
satisfied,36.5,4,9.125
otto,172.89999999999995,19,9.099999999999998
honestly,114.3,13,8.792307692307691
pickleable,9.4,1,9.4
lookout,6.8,1,6.8
flintstones,7.7,1,7.7
harpoon,7.5,1,7.5
varietal,8.7,1,8.7
marca,9.2,1,9.2
naveen,17.3,2,8.65
sicilian,63.60000000000001,7,9.085714285714287
clam,113.59999999999998,13,8.738461538461538
beeeessssst,9.2,1,9.2
confident,7.5,1,7.5
seed,124.69999999999997,14,8.907142857142855
cafe,517.3999999999999,61,8.481967213114752
dame,18.1,2,9.05
trick,58.3,7,8.328571428571427
literally,258.2,30,8.606666666666666
hash,152.69999999999996,17,8.982352941176469
wasabe,9.2,1,9.2
brand,56.699999999999996,7,8.1
pee,34.7,4,8.675
nut,171.29999999999998,20,8.565
testing,18.4,2,9.2
film,45.199999999999996,6,7.533333333333332
understand,88.9,10,8.89
camera,15.7,2,7.85
latenight,7.3,1,7.3
lite,7.7,1,7.7
arch,6.8,1,6.8
strangely,18.299999999999997,2,9.149999999999999
bartender,419.39999999999986,50,8.387999999999998
helado,18.2,2,9.1
hidangan,9.4,1,9.4
overwhelming,43.4,5,8.68
shitake,9.4,1,9.4
verdade,9.1,1,9.1
meat,1374.899999999999,155,8.870322580645155
places,26.7,3,8.9
overpowering,18.2,2,9.1
include,490.90000000000003,58,8.463793103448277
dandelion,8.0,1,8.0
sliced,40.699999999999996,5,8.139999999999999
french,966.4000000000018,112,8.628571428571444
passe,9.4,1,9.4
american,181.69999999999996,21,8.65238095238095
aged,110.60000000000002,13,8.50769230769231
noodlicious,8.7,1,8.7
standout,45.9,5,9.18
jar,42.8,5,8.559999999999999
artisanal,17.6,2,8.8
lovin,7.5,1,7.5
flame,25.3,3,8.433333333333334
sliders,7.5,1,7.5
divey,13.0,2,6.5
stupidly,27.5,3,9.166666666666666
off,1256.3000000000002,146,8.604794520547946
tomato,627.5000000000002,75,8.366666666666669
cutest,18.4,2,9.2
barf,7.5,1,7.5
presentation,80.10000000000001,9,8.9
innovate,6.8,1,6.8
bud,113.7,14,8.121428571428572
taiim,9.0,1,9.0
intend,7.6,1,7.6
fav,359.2,41,8.760975609756096
behold,8.6,1,8.6
knock,25.700000000000003,3,8.566666666666668
compartir,9.0,1,9.0
italian,625.4000000000007,71,8.808450704225361
authenticism,7.3,1,7.3
demais,18.0,2,9.0
kind,729.6000000000005,85,8.583529411764712
copy,9.0,1,9.0
tortas,16.4,2,8.2
mine,43.3,5,8.66
bottomless,78.10000000000001,9,8.677777777777779
starving,7.7,1,7.7
carnita,114.30000000000003,13,8.792307692307695
buysomethe,23.4,3,7.8
sargent,9.2,1,9.2
cote,7.8,1,7.8
anticipation,9.4,1,9.4
prato,18.4,2,9.2
every,966.6000000000007,113,8.553982300884963
gibraltar,17.9,2,8.95
banquette,16.6,2,8.3
photobooth,72.0,8,9.0
coupled,9.2,1,9.2
tow,9.0,1,9.0
patient,45.900000000000006,5,9.180000000000001
sammich,32.3,4,8.075
affordable,344.0000000000001,39,8.820512820512823
zeppelin,6.5,1,6.5
krishnam,9.1,1,9.1
naturally,17.799999999999997,2,8.899999999999999
refresh,53.099999999999994,6,8.85
wok,9.1,1,9.1
faint,9.0,1,9.0
lesser,17.1,2,8.55
espectacular,9.0,1,9.0
manha,9.0,1,9.0
marian,8.0,1,8.0
velvety,36.099999999999994,4,9.024999999999999
mortar,8.6,1,8.6
somtum,7.3,1,7.3
whining,8.3,1,8.3
thank,196.4,22,8.927272727272728
diversity,18.8,2,9.4
atraco,9.1,1,9.1
slightly,224.99999999999994,26,8.653846153846152
childhood,35.4,4,8.85
smore,54.599999999999994,6,9.1
widely,7.2,1,7.2
silhouette,22.5,3,7.5
perf,8.7,1,8.7
gari,8.7,1,8.7
mexicana,8.9,1,8.9
jus,8.9,1,8.9
jet,6.9,1,6.9
cubano,36.300000000000004,4,9.075000000000001
bunz,18.8,2,9.4
tot,131.0,18,7.277777777777778
nil,8.1,1,8.1
christmas,16.0,2,8.0
nmh,7.2,1,7.2
sable,25.599999999999998,3,8.533333333333333
pasti,8.1,1,8.1
rubirosa,9.1,1,9.1
diverge,9.3,1,9.3
kasha,45.5,5,9.1
bolder,7.2,1,7.2
verry,8.7,1,8.7
thai,1701.2999999999954,191,8.907329842931913
stale,40.099999999999994,5,8.02
nos,18.5,2,9.25
terrifying,8.3,1,8.3
perrogis,9.1,1,9.1
uno,26.0,3,8.666666666666666
dieter,18.4,2,9.2
heel,6.5,1,6.5
ginsberg,9.1,1,9.1
known,9.1,1,9.1
talk,144.7,17,8.511764705882353
marvelous,9.0,1,9.0
avanza,6.8,1,6.8
pusher,6.6,1,6.6
closest,80.5,9,8.944444444444445
mean,324.2,38,8.531578947368422
green,2348.3999999999855,264,8.895454545454491
fois,9.2,1,9.2
mate,39.1,5,7.82
nebuta,9.4,1,9.4
wilderness,8.6,1,8.6
buying,8.6,1,8.6
sprout,246.19999999999996,28,8.792857142857141
rendition,18.4,2,9.2
theirs,18.2,2,9.1
krispie,7.8,1,7.8
lean,34.4,4,8.6
amazingg,9.0,1,9.0
filler,18.0,2,9.0
deconstructed,9.1,1,9.1
matzah,18.2,2,9.1
picture,103.80000000000001,12,8.65
mouthgasm,9.1,1,9.1
mamouns,17.7,2,8.85
radish,8.7,1,8.7
